subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,csat_score,customer_age,signup_source,payment_method,downgrade_history,subscription_status,tenure_days
Digital+Print,Monthly,Yes,1.73,17,2,No,0.38,6.36,North America,Culture,0.6,1,Desktop,Auto,,0.32,5,-0.82,1,56,Mobile App,Credit Card,Yes,Cancelled,854
Digital,Monthly,No,3.86,22,0,Yes,0.66,8.19,Europe,Politics,0.81,0,Mobile,Auto,Survey,0.06,-45,-0.14,4,35,Web,PayPal,No,Cancelled,193
Digital+Print,Annual,No,0.32,14,0,No,0.26,5.93,Europe,Politics,0.74,2,Desktop,Auto,Retention Offer,0.34,21,-0.21,5,37,Referral,Credit Card,No,Active,1502
Espresso,Annual,No,2.46,0,0,No,0.13,6.71,North America,Culture,0.47,0,Mobile,Auto,Retention Offer,0.47,91,-0.15,5,19,Web,Credit Card,No,Active,1336
Digital,Monthly,Yes,3.45,20,3,No,0.06,4.85,North America,Politics,0.65,3,Desktop,Auto,,0.08,2,-0.15,4,57,Web,PayPal,Yes,Active,750
Digital,Monthly,No,3.28,24,0,No,0.31,6.4,Others,Finance,0.95,0,Mobile,Auto,Newsletter Promo,0.22,22,0.7,5,47,Web,Credit Card,Yes,Cancelled,1243
Digital+Print,Monthly,Yes,7.04,6,0,Yes,0.16,15.68,North America,Finance,0.87,0,Mobile,Auto,,0.06,79,-0.07,4,27,Web,Debit Card,No,Active,1817
Digital,Annual,Yes,3.52,22,2,No,0.17,6.34,Europe,Technology,0.53,0,Desktop,Auto,,0.29,-79,0.57,2,59,Mobile App,Credit Card,No,Active,274
Espresso,Monthly,Yes,1.49,26,3,No,0.76,10.51,Asia,Politics,0.99,1,Desktop,Auto,Newsletter Promo,0.39,-41,0.19,3,28,Mobile App,Credit Card,No,Cancelled,612
Digital,Monthly,Yes,2.86,12,2,No,0.02,7.99,Europe,Culture,0.8,1,Mobile,Auto,,0.28,37,-0.46,2,46,Web,PayPal,No,Active,101
Espresso,Annual,No,0.34,11,1,No,0.56,14.72,Others,Finance,0.34,2,Tablet,Auto,,0.24,-17,0.0,1,57,Mobile App,Credit Card,No,Active,575
Digital,Monthly,Yes,2.88,17,1,No,0.38,15.24,Asia,Environment,0.32,1,Desktop,Manual,,0.06,27,0.77,2,33,Mobile App,PayPal,No,Active,682
Digital,Monthly,Yes,1.75,23,1,Yes,0.51,13.46,Europe,Finance,0.42,0,Desktop,Auto,,0.19,-21,0.51,2,65,Referral,Debit Card,Yes,Cancelled,1724
Digital,Monthly,Yes,4.37,18,1,No,0.56,11.22,Europe,Politics,0.81,1,Desktop,Manual,,0.5,33,0.6,5,45,Web,Credit Card,No,Active,1738
Digital,Monthly,Yes,2.18,14,0,Yes,0.31,9.08,Europe,Politics,0.43,2,Mobile,Auto,Retention Offer,0.46,-20,0.25,4,34,Web,Credit Card,Yes,Active,893
Digital,Monthly,Yes,2.82,7,2,Yes,0.3,5.23,Europe,Politics,0.66,0,Desktop,Manual,Newsletter Promo,0.3,-95,-0.24,1,55,Mobile App,Credit Card,Yes,Active,1241
Digital,Monthly,Yes,2.05,18,0,Yes,0.73,17.77,Asia,Finance,0.37,2,Mobile,Auto,Retention Offer,0.02,-15,0.82,5,67,Web,PayPal,Yes,Active,437
Digital,Monthly,Yes,5.61,9,2,Yes,0.87,6.96,North America,Politics,0.94,2,Mobile,Auto,Newsletter Promo,0.56,-19,0.28,1,66,Mobile App,Credit Card,No,Active,1572
Digital,Monthly,Yes,2.52,6,0,No,0.19,12.65,North America,Finance,0.54,0,Desktop,Manual,,0.35,55,0.47,3,61,Referral,Credit Card,No,Active,962
Digital,Annual,Yes,5.75,17,1,No,0.1,14.24,North America,Technology,0.94,2,Desktop,Manual,,0.18,-59,0.05,4,32,Web,PayPal,No,Active,547
Digital,Monthly,No,4.22,15,0,No,0.9,7.78,North America,Politics,0.96,2,Desktop,Auto,,0.21,-27,-0.52,5,48,Mobile App,Credit Card,Yes,Active,1112
Digital,Annual,Yes,3.72,19,2,Yes,0.35,14.15,North America,Politics,0.3,2,Desktop,Auto,Newsletter Promo,0.36,-60,0.2,2,24,Referral,Credit Card,No,Active,880
Digital,Monthly,No,3.55,26,0,Yes,0.55,13.06,Asia,Culture,0.62,0,Desktop,Auto,Newsletter Promo,0.27,-38,0.85,3,63,Referral,Debit Card,Yes,Cancelled,144
Digital,Annual,Yes,3.59,5,1,Yes,0.36,16.91,Europe,Environment,0.32,1,Mobile,Auto,,0.3,-79,0.4,2,47,Mobile App,Credit Card,Yes,Active,124
Digital,Annual,Yes,0.11,26,1,No,0.13,8.12,Europe,Politics,0.94,1,Tablet,Manual,Newsletter Promo,0.05,-22,0.28,1,53,Mobile App,Credit Card,No,Active,935
Digital,Monthly,No,2.58,8,0,Yes,0.59,4.86,Europe,Politics,0.66,1,Mobile,Auto,,0.17,56,-0.43,3,66,Web,Credit Card,No,Active,761
Digital,Annual,Yes,4.27,20,0,No,0.53,7.98,Asia,Environment,0.35,2,Desktop,Auto,Newsletter Promo,0.14,-30,0.76,5,43,Referral,PayPal,No,Active,1123
Digital,Annual,Yes,2.93,12,1,No,0.2,10.84,Europe,Politics,0.38,2,Desktop,Auto,Survey,0.03,13,0.67,2,28,Web,Credit Card,No,Active,414
Espresso,Monthly,Yes,0.89,24,1,No,0.45,10.23,Asia,Environment,0.57,1,Desktop,Auto,,0.14,-67,-0.89,2,23,Web,Credit Card,Yes,Cancelled,705
Digital,Monthly,Yes,2.92,20,1,No,0.8,8.43,North America,Politics,0.96,1,Mobile,Auto,,0.2,-5,0.46,1,59,Web,Credit Card,No,Active,1302
Digital,Monthly,Yes,5.56,25,2,No,0.59,2.36,Others,Culture,0.79,0,Tablet,Manual,Retention Offer,0.1,29,-0.12,1,46,Mobile App,Debit Card,No,Active,1593
Digital+Print,Annual,No,4.87,7,3,No,0.1,11.88,Europe,Finance,0.91,1,Desktop,Auto,,0.17,53,0.15,4,45,Web,Credit Card,Yes,Active,1104
Digital,Annual,Yes,2.91,15,0,No,0.55,17.89,North America,Environment,0.56,1,Tablet,Manual,Survey,0.46,8,-0.41,4,32,Mobile App,Credit Card,No,Active,1331
Digital,Annual,No,4.43,12,0,Yes,0.7,11.86,Europe,Finance,0.33,1,Mobile,Auto,,0.66,-26,0.06,1,46,Mobile App,Credit Card,No,Active,1714
Digital,Monthly,Yes,2.45,12,0,Yes,0.79,12.44,Europe,Technology,0.98,1,Desktop,Auto,Retention Offer,0.05,-82,-0.55,4,23,Web,Credit Card,No,Active,867
Digital,Annual,No,0.44,16,0,Yes,0.63,12.29,North America,Politics,0.31,2,Desktop,Auto,Newsletter Promo,0.27,24,-0.4,2,65,Web,PayPal,No,Cancelled,1407
Digital,Monthly,Yes,1.61,22,0,No,0.15,11.59,Europe,Politics,0.96,2,Desktop,Auto,Newsletter Promo,0.4,-81,0.26,1,29,Web,PayPal,No,Cancelled,92
Digital,Monthly,Yes,5.34,19,0,Yes,0.71,13.73,North America,Culture,0.56,1,Tablet,Manual,Retention Offer,0.46,60,-0.38,3,68,Web,Credit Card,No,Active,1761
Digital+Print,Monthly,No,2.59,4,1,Yes,0.68,11.58,North America,Finance,0.31,0,Mobile,Auto,,0.45,15,0.21,1,33,Web,Credit Card,No,Active,1296
Digital+Print,Monthly,Yes,2.63,21,0,No,0.02,8.75,Others,Environment,0.78,4,Mobile,Auto,Retention Offer,0.53,-7,0.05,5,63,Web,Credit Card,No,Active,1575
Digital,Monthly,Yes,2.55,20,0,No,0.41,6.82,Europe,Finance,0.99,0,Mobile,Auto,Newsletter Promo,0.26,-19,1.19,5,55,Mobile App,Credit Card,Yes,Active,72
Digital,Monthly,Yes,5.86,27,1,No,0.33,9.0,Asia,Culture,0.98,1,Mobile,Auto,,0.55,-5,-0.32,1,26,Mobile App,PayPal,No,Active,137
Digital,Monthly,Yes,5.44,16,0,No,0.67,11.26,Europe,Finance,0.41,0,Tablet,Manual,,0.1,3,-0.17,3,39,Mobile App,Credit Card,Yes,Active,65
Digital,Monthly,Yes,6.33,27,0,Yes,0.22,8.74,North America,Environment,0.43,2,Mobile,Auto,,0.18,-97,-0.36,1,50,Web,Credit Card,No,Active,882
Digital,Monthly,Yes,2.76,8,2,Yes,0.59,11.26,Europe,Environment,0.7,2,Mobile,Manual,Survey,0.17,59,0.71,3,43,Web,Credit Card,Yes,Active,820
Digital,Monthly,No,3.44,1,1,No,0.91,11.76,Europe,Finance,0.75,1,Mobile,Auto,Retention Offer,0.12,46,0.05,2,57,Mobile App,PayPal,No,Active,1581
Digital,Monthly,No,0.73,24,2,Yes,0.8,13.33,Others,Culture,0.82,3,Desktop,Auto,,0.14,30,-0.08,2,24,Mobile App,PayPal,Yes,Cancelled,1483
Digital,Monthly,Yes,5.22,25,0,Yes,0.92,15.13,North America,Culture,0.43,0,Mobile,Auto,Newsletter Promo,0.04,-9,0.39,3,63,Web,Credit Card,Yes,Active,950
Digital,Monthly,Yes,1.25,17,0,Yes,0.98,10.31,Asia,Politics,0.97,0,Mobile,Manual,Newsletter Promo,0.08,-40,-0.44,4,49,Web,Credit Card,Yes,Cancelled,894
Digital,Monthly,Yes,3.33,8,2,No,0.01,4.77,Others,Technology,0.75,1,Mobile,Manual,Retention Offer,0.49,-63,-0.67,2,57,Referral,Debit Card,No,Active,1744
Digital+Print,Monthly,Yes,1.35,5,2,Yes,0.62,8.62,Europe,Politics,0.89,1,Mobile,Auto,Retention Offer,0.27,17,0.14,5,60,Web,Credit Card,No,Cancelled,474
Digital+Print,Monthly,Yes,2.12,10,4,No,0.41,10.18,Others,Culture,0.68,1,Tablet,Auto,Newsletter Promo,0.45,33,0.08,1,41,Web,Credit Card,No,Active,420
Digital+Print,Monthly,Yes,1.74,24,0,No,0.86,2.66,North America,Politics,0.59,1,Mobile,Auto,Newsletter Promo,0.25,-45,-0.37,4,58,Web,PayPal,No,Cancelled,220
Digital,Monthly,Yes,2.09,28,1,No,0.25,15.55,Others,Politics,0.98,0,Desktop,Auto,,0.11,67,0.18,5,68,Mobile App,Credit Card,No,Active,118
Digital,Annual,Yes,2.19,5,2,No,0.98,10.57,Asia,Finance,0.71,2,Tablet,Auto,,0.34,20,0.92,1,56,Mobile App,Credit Card,No,Active,227
Digital,Monthly,Yes,2.18,5,1,Yes,0.61,11.53,North America,Technology,0.91,0,Desktop,Auto,Survey,0.11,-20,0.22,5,55,Web,PayPal,No,Active,490
Espresso,Monthly,Yes,4.25,12,1,No,0.79,15.46,Others,Culture,0.97,1,Tablet,Auto,,0.54,5,-0.99,4,67,Web,Credit Card,Yes,Active,1524
Digital,Monthly,Yes,1.34,10,3,No,0.09,7.48,Europe,Environment,0.77,1,Tablet,Auto,Newsletter Promo,0.52,19,0.71,3,54,Web,PayPal,Yes,Cancelled,184
Espresso,Monthly,Yes,3.33,13,2,No,0.18,12.3,Europe,Finance,0.68,0,Mobile,Auto,Newsletter Promo,0.24,-32,0.99,1,36,Web,Credit Card,No,Active,1274
Digital,Monthly,No,4.83,1,0,Yes,0.76,9.56,Europe,Politics,0.3,1,Desktop,Manual,Newsletter Promo,0.07,-18,0.26,5,60,Web,Debit Card,No,Active,1556
Digital,Monthly,No,2.23,7,0,No,0.02,9.26,North America,Technology,0.33,1,Mobile,Auto,Newsletter Promo,0.32,-59,0.09,5,22,Web,Credit Card,Yes,Active,963
Espresso,Monthly,Yes,1.92,2,3,Yes,0.82,6.91,Europe,Technology,0.44,1,Mobile,Manual,,0.08,-2,-0.77,4,47,Web,PayPal,No,Cancelled,1121
Digital,Monthly,Yes,2.65,22,1,No,0.01,16.66,Asia,Finance,0.43,2,Desktop,Auto,,0.3,29,-0.43,4,42,Mobile App,Credit Card,Yes,Active,1331
Digital,Monthly,Yes,4.77,20,1,No,0.66,8.5,North America,Finance,0.48,4,Desktop,Auto,Newsletter Promo,0.39,-73,-0.15,4,47,Mobile App,Credit Card,No,Active,1058
Digital+Print,Annual,Yes,3.29,2,0,No,0.37,12.8,North America,Finance,0.51,0,Desktop,Auto,Retention Offer,0.23,16,-0.37,3,42,Mobile App,Credit Card,No,Active,863
Digital,Annual,No,2.2,0,1,No,0.61,2.5,North America,Finance,0.55,1,Desktop,Auto,Retention Offer,0.34,44,-0.25,2,26,Mobile App,PayPal,No,Active,1661
Digital,Annual,Yes,3.73,23,1,No,0.7,14.72,Europe,Culture,0.59,1,Mobile,Auto,Newsletter Promo,0.51,-31,0.06,5,44,Referral,Credit Card,No,Active,1663
Espresso,Annual,Yes,1.35,18,1,No,0.34,14.21,Asia,Finance,0.37,2,Desktop,Auto,Retention Offer,0.13,6,-0.34,3,41,Referral,PayPal,No,Active,1464
Digital+Print,Monthly,Yes,4.02,17,0,Yes,0.11,10.39,Asia,Culture,0.33,2,Mobile,Manual,,0.13,22,0.76,5,57,Web,Credit Card,Yes,Active,1324
Digital,Monthly,Yes,3.61,16,1,Yes,0.07,9.09,Others,Finance,0.77,1,Mobile,Auto,Retention Offer,0.31,-32,0.04,3,60,Web,PayPal,No,Active,711
Digital,Monthly,Yes,2.54,19,2,No,0.59,11.6,Europe,Politics,0.68,1,Desktop,Manual,,0.62,-62,0.25,1,55,Mobile App,Credit Card,No,Active,1261
Digital,Monthly,No,1.74,28,0,No,0.52,19.16,North America,Culture,0.61,2,Mobile,Auto,Newsletter Promo,0.19,34,0.25,2,32,Mobile App,Credit Card,No,Cancelled,1338
Digital+Print,Annual,Yes,1.67,23,3,Yes,0.74,2.95,Others,Technology,0.74,1,Desktop,Auto,Retention Offer,0.2,59,0.19,5,55,Referral,Credit Card,No,Cancelled,281
Digital,Monthly,Yes,3.8,12,1,No,0.51,13.13,Asia,Politics,0.88,2,Desktop,Auto,,0.57,-97,0.02,4,43,Mobile App,Credit Card,Yes,Active,1465
Digital,Annual,Yes,4.84,2,2,No,0.42,6.35,Europe,Technology,0.6,1,Mobile,Manual,,0.24,48,0.5,2,47,Web,Credit Card,No,Active,1163
Digital,Monthly,Yes,2.04,29,0,Yes,0.4,9.92,Europe,Finance,0.75,1,Desktop,Auto,Newsletter Promo,0.2,59,0.6,5,28,Web,PayPal,No,Active,1613
Digital+Print,Annual,No,3.69,0,0,Yes,0.03,9.01,Others,Culture,0.97,0,Desktop,Manual,,0.04,-19,-1.03,1,46,Web,Credit Card,Yes,Active,1231
Digital,Monthly,No,0.0,3,0,No,0.34,8.29,Asia,Finance,0.89,1,Mobile,Auto,Retention Offer,0.24,-4,-0.72,5,32,Mobile App,PayPal,No,Cancelled,327
Espresso,Monthly,Yes,2.12,24,1,No,0.98,9.96,North America,Technology,0.6,0,Mobile,Manual,Newsletter Promo,0.15,41,-0.27,5,61,Referral,Credit Card,No,Active,1550
Digital,Monthly,Yes,2.95,12,0,No,0.87,5.46,Asia,Politics,0.75,1,Desktop,Auto,,0.14,-31,-0.56,5,26,Web,Credit Card,No,Active,1457
Digital,Monthly,No,1.64,16,0,Yes,0.33,14.12,North America,Finance,0.42,1,Mobile,Auto,,0.23,-55,-0.37,2,59,Mobile App,Debit Card,No,Cancelled,68
Espresso,Monthly,No,1.6,27,2,No,0.59,2.82,North America,Environment,0.69,2,Desktop,Auto,Newsletter Promo,0.24,47,-0.23,5,46,Mobile App,Credit Card,No,Cancelled,1492
Digital,Monthly,Yes,2.0,29,0,No,0.85,12.16,Europe,Culture,0.99,0,Mobile,Auto,Retention Offer,0.09,85,-0.13,4,32,Web,PayPal,No,Active,1585
Digital+Print,Annual,No,3.44,10,2,No,0.44,8.69,North America,Politics,0.66,2,Desktop,Auto,,0.28,-2,-0.75,3,34,Mobile App,Credit Card,No,Active,551
Digital,Monthly,Yes,2.72,1,0,No,0.02,5.32,North America,Politics,0.95,1,Tablet,Auto,Newsletter Promo,0.16,-21,-0.21,4,33,Mobile App,Credit Card,No,Active,157
Digital,Monthly,Yes,0.0,24,0,Yes,0.07,10.81,North America,Finance,0.59,1,Mobile,Auto,Retention Offer,0.4,-53,0.71,1,39,Web,Credit Card,Yes,Cancelled,441
Digital,Monthly,Yes,0.0,15,0,Yes,0.51,3.77,Europe,Technology,1.0,0,Desktop,Auto,,0.32,-94,-0.13,2,57,Web,Credit Card,No,Cancelled,1530
Digital,Annual,No,2.09,1,2,Yes,0.97,10.16,Asia,Culture,0.71,1,Desktop,Auto,Survey,0.13,-61,0.3,3,66,Web,Credit Card,No,Active,1624
Digital,Monthly,No,3.69,28,2,No,0.69,4.31,Others,Technology,0.33,2,Desktop,Auto,Retention Offer,0.42,-42,-0.03,2,60,Web,Credit Card,No,Cancelled,1540
Digital,Monthly,Yes,0.0,18,1,No,0.07,11.85,North America,Finance,0.71,0,Desktop,Auto,,0.16,-65,0.06,2,28,Web,Credit Card,Yes,Cancelled,1636
Espresso,Monthly,Yes,2.25,22,0,No,0.19,6.3,Europe,Culture,0.49,3,Desktop,Manual,,0.38,71,-0.06,5,55,Web,Credit Card,No,Active,1152
Digital,Monthly,Yes,2.21,18,1,No,0.77,8.2,Others,Finance,0.32,0,Desktop,Manual,Newsletter Promo,0.23,7,0.37,4,42,Mobile App,PayPal,No,Active,340
Digital+Print,Monthly,No,5.08,24,0,Yes,0.84,11.18,North America,Politics,0.87,3,Desktop,Auto,,0.1,-70,-0.41,3,47,Mobile App,Credit Card,No,Cancelled,762
Digital+Print,Monthly,Yes,2.42,15,2,No,0.62,6.91,Asia,Technology,0.49,0,Desktop,Manual,Survey,0.46,69,0.09,5,19,Mobile App,PayPal,No,Active,818
Digital,Monthly,Yes,3.57,21,1,No,0.64,9.77,Asia,Environment,0.86,2,Mobile,Auto,Newsletter Promo,0.11,-57,-0.29,3,18,Mobile App,Credit Card,No,Active,387
Digital,Annual,Yes,3.21,18,3,No,0.03,3.94,North America,Culture,0.5,0,Tablet,Auto,Retention Offer,0.25,70,0.34,4,69,Referral,PayPal,No,Active,983
Digital+Print,Monthly,Yes,0.0,8,2,Yes,0.83,12.52,Asia,Technology,0.44,1,Mobile,Auto,Survey,0.32,-58,-0.55,5,55,Mobile App,Credit Card,No,Cancelled,914
Digital,Monthly,Yes,4.15,0,0,No,0.79,17.06,Asia,Technology,0.98,1,Mobile,Manual,,0.23,74,0.33,3,54,Web,Credit Card,Yes,Active,211
Digital,Monthly,Yes,3.32,9,0,No,0.26,21.17,North America,Environment,0.55,1,Mobile,Auto,Newsletter Promo,0.15,33,0.1,5,26,Web,Credit Card,No,Active,1487
Espresso,Annual,No,3.76,18,0,No,0.71,10.36,North America,Finance,0.72,1,Mobile,Manual,,0.04,-8,-0.63,2,22,Web,Credit Card,No,Active,927
Digital,Monthly,Yes,8.89,0,1,Yes,0.21,13.15,North America,Finance,0.73,1,Mobile,Manual,,0.38,93,0.87,1,67,Mobile App,PayPal,Yes,Active,1331
Digital+Print,Annual,No,0.0,1,0,No,0.04,2.88,North America,Environment,0.69,3,Mobile,Auto,,0.51,-15,0.28,3,41,Mobile App,Credit Card,No,Active,233
Digital+Print,Monthly,Yes,5.59,15,1,Yes,0.2,16.01,Europe,Culture,0.94,4,Mobile,Auto,Survey,0.58,-92,-0.54,4,44,Mobile App,Debit Card,Yes,Active,1774
Digital,Monthly,Yes,2.57,11,1,Yes,0.18,13.1,Europe,Finance,0.77,1,Desktop,Auto,Newsletter Promo,0.34,-90,0.08,3,47,Mobile App,PayPal,No,Active,71
Digital,Monthly,No,3.43,7,3,No,0.34,8.06,North America,Finance,0.58,0,Mobile,Auto,Newsletter Promo,0.09,-21,-0.82,1,68,Mobile App,Credit Card,No,Active,1708
Digital,Annual,Yes,2.93,22,1,Yes,0.42,14.95,Others,Finance,0.9,0,Mobile,Auto,,0.14,8,-0.86,3,32,Mobile App,Credit Card,No,Active,1762
Espresso,Monthly,No,2.36,17,0,No,0.51,8.98,North America,Politics,0.43,0,Mobile,Auto,Newsletter Promo,0.35,17,0.6,3,64,Referral,Debit Card,No,Cancelled,379
Digital,Annual,Yes,2.15,1,0,Yes,0.48,8.17,North America,Environment,0.68,3,Mobile,Auto,,0.24,-83,-0.6,3,26,Mobile App,Credit Card,Yes,Active,1631
Digital+Print,Annual,Yes,3.49,24,1,No,0.27,11.9,North America,Finance,0.97,1,Mobile,Auto,Newsletter Promo,0.03,52,0.39,4,63,Mobile App,PayPal,No,Active,1188
Digital,Monthly,No,0.72,28,1,No,0.03,5.75,Europe,Culture,0.74,1,Desktop,Auto,Retention Offer,0.22,-4,0.58,1,54,Mobile App,Debit Card,No,Cancelled,1544
Digital,Monthly,Yes,4.13,12,1,No,0.61,14.09,Europe,Politics,0.87,2,Tablet,Auto,,0.21,85,-0.49,1,47,Web,PayPal,No,Active,1417
Digital,Monthly,Yes,2.38,5,1,No,0.4,5.78,North America,Finance,0.76,1,Desktop,Auto,,0.1,-71,1.04,4,66,Web,PayPal,No,Active,1149
Digital+Print,Monthly,No,1.3,20,0,Yes,0.3,5.8,North America,Politics,0.89,1,Desktop,Auto,,0.22,14,0.05,3,32,Web,PayPal,No,Cancelled,1057
Digital,Annual,No,2.32,25,2,No,0.87,6.36,Asia,Culture,0.96,2,Mobile,Auto,,0.09,-100,0.02,3,37,Web,PayPal,No,Active,1434
Digital,Annual,Yes,4.89,5,0,Yes,0.75,13.04,Others,Technology,0.49,1,Mobile,Manual,Retention Offer,0.35,90,-0.5,1,66,Referral,Credit Card,No,Active,1761
Digital,Monthly,Yes,2.2,8,2,No,0.86,7.53,North America,Technology,0.42,1,Mobile,Auto,Newsletter Promo,0.21,-4,-0.49,3,42,Web,Credit Card,No,Active,220
Digital+Print,Monthly,Yes,3.54,15,0,Yes,0.49,4.61,North America,Politics,0.64,0,Desktop,Auto,,0.1,12,-1.1,2,26,Web,PayPal,No,Active,1580
Digital,Annual,No,1.9,10,2,No,0.13,7.58,Europe,Politics,0.79,0,Mobile,Manual,Newsletter Promo,0.45,-22,-0.39,3,62,Web,Debit Card,No,Active,995
Digital+Print,Monthly,No,4.14,6,1,No,0.7,9.87,Asia,Politics,0.46,1,Desktop,Auto,,0.28,-72,0.58,3,39,Web,Credit Card,Yes,Active,1746
Digital,Annual,Yes,4.03,9,1,No,0.21,5.28,North America,Politics,0.3,2,Mobile,Manual,,0.34,-35,-0.51,5,30,Referral,Credit Card,No,Active,1061
Digital,Monthly,No,5.77,9,2,Yes,0.44,5.39,Others,Technology,0.54,2,Mobile,Auto,Newsletter Promo,0.32,80,-0.47,1,54,Web,Credit Card,Yes,Active,1025
Digital+Print,Monthly,No,2.74,29,3,No,0.07,18.45,Europe,Technology,0.98,0,Tablet,Manual,,0.51,4,-0.64,1,45,Referral,PayPal,No,Cancelled,1281
Digital+Print,Monthly,No,4.0,24,2,No,0.83,6.56,Europe,Technology,0.79,1,Desktop,Manual,Retention Offer,0.21,-82,-0.68,2,31,Web,Credit Card,No,Cancelled,304
Digital,Monthly,Yes,3.15,19,0,No,0.13,8.71,Europe,Finance,0.58,1,Desktop,Auto,,0.2,-35,0.44,2,47,Referral,PayPal,Yes,Active,1302
Digital,Monthly,Yes,4.94,17,1,Yes,0.9,8.53,Others,Politics,0.43,2,Desktop,Auto,Newsletter Promo,0.41,11,-0.61,2,56,Mobile App,Debit Card,No,Active,665
Digital+Print,Monthly,Yes,1.92,27,1,No,0.86,8.31,Asia,Politics,0.55,1,Desktop,Manual,Retention Offer,0.16,79,-0.07,1,22,Mobile App,Credit Card,Yes,Cancelled,515
Digital,Monthly,Yes,4.12,23,2,No,0.46,12.49,North America,Politics,0.42,3,Desktop,Manual,,0.16,58,-0.18,5,29,Web,Debit Card,Yes,Active,459
Digital,Annual,Yes,2.71,19,1,No,0.74,13.79,North America,Culture,0.37,0,Tablet,Manual,,0.24,-41,0.48,5,52,Mobile App,Debit Card,No,Active,1376
Digital,Annual,Yes,2.9,28,1,Yes,0.62,8.78,Europe,Technology,0.93,1,Mobile,Auto,,0.3,16,-0.42,4,58,Mobile App,Debit Card,No,Active,821
Digital,Monthly,No,3.14,8,1,Yes,0.8,5.05,North America,Politics,1.0,1,Desktop,Manual,,0.24,-33,-0.22,1,59,Web,Credit Card,No,Active,734
Digital+Print,Monthly,Yes,3.38,14,1,No,0.43,15.1,Asia,Politics,0.41,3,Desktop,Auto,,0.23,-8,-0.55,4,18,Web,Credit Card,No,Active,449
Digital,Monthly,Yes,2.83,3,0,No,0.79,9.62,Asia,Culture,0.34,3,Mobile,Auto,Newsletter Promo,0.15,57,-0.32,3,63,Referral,PayPal,No,Active,937
Digital,Monthly,Yes,3.32,7,2,No,0.46,16.92,Asia,Technology,0.53,1,Desktop,Auto,,0.19,40,-0.45,2,18,Web,Credit Card,Yes,Active,1458
Espresso,Monthly,Yes,5.37,8,1,No,0.94,1.02,Others,Technology,0.62,1,Tablet,Auto,,0.27,42,-0.07,4,59,Referral,Credit Card,No,Active,1584
Digital+Print,Monthly,Yes,4.48,12,0,No,0.49,10.78,North America,Finance,0.44,1,Mobile,Auto,Newsletter Promo,0.06,47,0.8,4,60,Mobile App,Debit Card,No,Active,626
Digital+Print,Monthly,No,4.3,8,2,Yes,0.46,17.67,Asia,Politics,0.51,1,Mobile,Auto,,0.4,61,-0.1,1,37,Web,PayPal,Yes,Active,773
Digital+Print,Monthly,Yes,2.32,25,1,No,0.79,8.59,Asia,Environment,0.44,1,Mobile,Auto,Survey,0.35,47,0.59,2,51,Web,Credit Card,Yes,Active,615
Digital,Monthly,Yes,1.67,3,1,Yes,0.82,9.1,North America,Culture,0.84,1,Desktop,Auto,Retention Offer,0.48,-51,0.47,2,51,Referral,Credit Card,No,Cancelled,974
Digital,Monthly,Yes,4.43,16,1,No,0.55,11.18,Asia,Finance,0.8,0,Desktop,Manual,Survey,0.33,-12,-0.02,5,41,Mobile App,PayPal,No,Active,904
Digital+Print,Annual,Yes,4.31,15,3,Yes,0.18,7.76,North America,Culture,0.74,0,Mobile,Auto,Retention Offer,0.04,54,0.48,4,45,Web,PayPal,No,Active,225
Digital+Print,Monthly,Yes,5.21,14,1,No,0.47,8.75,Asia,Culture,0.57,1,Desktop,Auto,Newsletter Promo,0.33,57,0.12,5,28,Mobile App,Credit Card,No,Active,699
Digital+Print,Monthly,No,2.09,2,0,No,0.97,8.65,Europe,Politics,0.94,2,Mobile,Auto,Newsletter Promo,0.23,83,-0.71,4,25,Web,Credit Card,No,Active,35
Digital,Monthly,Yes,2.66,24,0,No,0.75,7.49,North America,Finance,0.98,1,Desktop,Auto,,0.35,92,-0.02,1,52,Mobile App,PayPal,Yes,Active,1423
Digital,Monthly,No,0.54,19,2,No,0.81,14.92,Europe,Politics,0.42,1,Mobile,Auto,Retention Offer,0.1,-2,0.1,1,58,Web,Credit Card,No,Cancelled,349
Digital+Print,Annual,Yes,2.41,4,1,No,0.03,11.84,Europe,Politics,0.46,0,Mobile,Auto,,0.23,82,0.88,3,33,Web,Credit Card,No,Active,1273
Digital,Monthly,Yes,4.49,22,0,Yes,0.47,11.0,North America,Technology,0.67,2,Desktop,Auto,,0.5,12,-0.47,4,33,Web,Credit Card,No,Active,802
Digital,Annual,Yes,2.3,4,0,Yes,0.65,13.23,North America,Politics,0.36,1,Mobile,Manual,,0.4,6,0.23,4,59,Web,Credit Card,No,Active,1271
Digital,Monthly,Yes,3.96,19,1,No,0.83,8.94,Europe,Culture,0.61,2,Mobile,Auto,,0.16,-77,-0.62,2,23,Mobile App,Credit Card,Yes,Active,666
Digital,Monthly,Yes,2.71,14,0,No,0.05,6.9,Europe,Environment,0.71,0,Mobile,Auto,Survey,0.35,-76,0.77,2,37,Mobile App,PayPal,No,Active,1799
