customer_id,subscription_type,plan_type,auto_renew,avg_articles_per_week,days_since_last_login,support_tickets_last_90d,discount_used_last_renewal,email_open_rate,time_spent_per_session_mins,region,most_read_category,completion_rate,article_skips_per_week,primary_device,previous_renewal_status,last_campaign_engaged,campaign_ctr,nps_score,sentiment_score,subscription_start_date,subscription_end_date,csat_score,customer_age,gender,signup_source,payment_method,downgrade_history,subscription_status
757,Digital,Annual,Yes,1.06,6,4,Yes,0.32,14.33,Europe,Technology,0.78,1,Desktop,Auto,Survey,0.18,-10,0.81,2024-09-01 05:54:16.428606,2025-09-01 05:54:16.428606,3,26,Female,Web,Credit Card,No,Cancelled
758,Digital,Monthly,Yes,3.86,8,0,Yes,0.25,8.67,Asia,Technology,0.59,1,Desktop,Auto,None,0.26,-57,0.28,2024-09-28 05:54:16.428607,2025-09-28 05:54:16.428607,2,37,Male,Web,Credit Card,No,Active
759,Digital+Print,Monthly,Yes,3.68,12,1,No,0.96,16.08,Asia,Finance,0.9,1,Mobile,Auto,Newsletter Promo,0.25,-39,1.24,2024-12-01 05:54:16.428610,2025-12-01 05:54:16.428610,1,37,Female,Mobile App,Credit Card,No,Active
760,Digital,Monthly,No,0.2,0,1,No,0.92,1.46,North America,Finance,0.84,1,Mobile,Manual,Newsletter Promo,0.11,-40,0.88,2023-09-23 05:54:16.428612,2024-09-22 05:54:16.428612,3,25,Male,Web,Credit Card,No,Cancelled
761,Digital+Print,Monthly,No,1.26,28,1,Yes,0.46,13.04,North America,Environment,0.35,1,Desktop,Auto,Newsletter Promo,0.1,-22,0.17,2025-01-16 05:54:16.428614,2026-01-16 05:54:16.428614,4,31,Other,Referral,PayPal,No,Cancelled
762,Espresso,Annual,No,2.58,7,1,No,0.85,6.64,Others,Politics,0.73,0,Mobile,Auto,None,0.38,-12,0.2,2024-10-28 05:54:16.428618,2025-10-28 05:54:16.428618,2,37,Female,Mobile App,PayPal,No,Active
763,Digital,Monthly,Yes,2.55,23,0,No,0.45,15.49,North America,Finance,0.46,2,Desktop,Auto,Retention Offer,0.3,11,0.42,2023-12-11 05:54:16.428620,2024-12-10 05:54:16.428620,1,52,Male,Mobile App,Credit Card,No,Active
764,Espresso,Monthly,Yes,1.19,21,1,No,0.42,10.57,Asia,Politics,0.69,3,Mobile,Auto,Newsletter Promo,0.18,10,0.79,2023-06-03 05:54:16.428622,2024-06-02 05:54:16.428622,4,62,Female,Web,PayPal,No,Cancelled
765,Digital,Monthly,No,3.58,3,2,No,0.16,7.31,North America,Culture,0.97,2,Desktop,Manual,Survey,0.3,-51,-0.77,2023-11-21 05:54:16.428624,2024-11-20 05:54:16.428624,5,38,Male,Web,Debit Card,No,Active
766,Espresso,Monthly,Yes,3.38,2,1,Yes,0.43,12.65,Others,Culture,0.92,1,Desktop,Auto,None,0.28,-60,0.66,2024-04-14 05:54:16.428626,2025-04-14 05:54:16.428626,1,58,Male,Web,Credit Card,No,Active
767,Digital,Annual,Yes,2.71,26,2,No,0.54,13.57,North America,Politics,0.58,0,Mobile,Auto,Newsletter Promo,0.31,-68,0.19,2023-04-16 05:54:16.428628,2024-04-15 05:54:16.428628,2,58,Male,Web,Credit Card,No,Active
768,Digital,Monthly,No,1.87,2,2,Yes,0.02,12.57,Europe,Politics,0.5,2,Mobile,Manual,Newsletter Promo,0.66,-89,0.54,2023-07-07 05:54:16.428630,2024-07-06 05:54:16.428630,1,39,Female,Mobile App,Credit Card,Yes,Cancelled
769,Digital+Print,Monthly,Yes,4.57,21,2,No,0.44,5.88,Asia,Politics,0.46,0,Desktop,Manual,None,0.75,-99,-0.36,2023-03-16 05:54:16.428632,2024-03-15 05:54:16.428632,5,60,Male,Web,Credit Card,No,Active
770,Digital,Monthly,Yes,5.48,12,2,No,0.78,8.06,Europe,Finance,0.67,1,Tablet,Auto,None,0.34,6,-0.38,2025-04-05 05:54:16.428634,2026-04-05 05:54:16.428634,5,23,Female,Mobile App,Credit Card,No,Active
771,Digital+Print,Monthly,No,2.27,7,0,Yes,0.68,9.98,North America,Finance,0.38,2,Desktop,Auto,Newsletter Promo,0.04,48,0.17,2023-05-29 05:54:16.428636,2024-05-28 05:54:16.428636,1,61,Female,Mobile App,Credit Card,Yes,Active
772,Digital+Print,Annual,No,2.08,6,1,No,0.64,9.83,Europe,Environment,0.68,0,Mobile,Manual,Newsletter Promo,0.36,41,0.49,2024-12-17 05:54:16.428638,2025-12-17 05:54:16.428638,4,44,Female,Web,Credit Card,No,Active
773,Digital,Annual,Yes,3.74,26,1,No,0.91,13.0,Asia,Finance,0.3,2,Mobile,Manual,None,0.29,-67,-0.62,2025-03-10 05:54:16.428641,2026-03-10 05:54:16.428641,4,21,Male,Mobile App,Credit Card,No,Active
774,Digital,Annual,Yes,2.46,0,2,No,0.02,1.94,North America,Politics,0.53,0,Mobile,Manual,None,0.26,-16,-0.2,2022-09-14 05:54:16.428643,2023-09-14 05:54:16.428643,5,21,Male,Mobile App,Credit Card,Yes,Active
775,Espresso,Annual,Yes,2.79,26,1,No,0.56,11.34,North America,Culture,0.45,1,Mobile,Manual,None,0.24,91,-0.6,2023-06-04 05:54:16.428645,2024-06-03 05:54:16.428645,3,45,Male,Web,Credit Card,No,Active
776,Digital,Monthly,Yes,4.11,15,0,No,0.79,8.84,Europe,Finance,0.98,1,Desktop,Manual,None,0.1,50,0.21,2025-04-03 05:54:16.428647,2026-04-03 05:54:16.428647,3,44,Male,Web,Credit Card,No,Active
777,Digital,Monthly,No,0.14,5,2,Yes,0.54,6.65,North America,Technology,0.81,0,Desktop,Manual,Survey,0.13,-16,1.0,2023-07-19 05:54:16.428649,2024-07-18 05:54:16.428649,4,34,Female,Mobile App,Credit Card,Yes,Cancelled
778,Digital+Print,Monthly,No,4.98,6,1,Yes,0.32,7.03,Europe,Politics,0.54,0,Mobile,Manual,Newsletter Promo,0.34,-51,-0.17,2025-04-18 05:54:16.428651,2026-04-18 05:54:16.428651,3,56,Female,Mobile App,Credit Card,No,Active
779,Digital,Monthly,Yes,3.11,11,0,Yes,0.14,9.14,North America,Finance,0.36,0,Mobile,Auto,Retention Offer,0.65,41,0.39,2023-02-11 05:54:16.428653,2024-02-11 05:54:16.428653,4,55,Male,Mobile App,PayPal,No,Active
780,Digital+Print,Annual,No,2.38,22,0,No,0.89,-4.4,Europe,Environment,0.66,0,Mobile,Auto,None,0.21,5,0.06,2025-01-17 05:54:16.428655,2026-01-17 05:54:16.428655,2,69,Female,Web,PayPal,No,Active
781,Digital,Monthly,No,2.87,8,3,No,0.47,7.19,North America,Technology,0.45,1,Tablet,Auto,None,0.44,-55,0.18,2025-04-18 05:54:16.428657,2026-04-18 05:54:16.428657,4,46,Male,Web,Credit Card,No,Active
782,Digital,Annual,Yes,2.94,26,0,No,0.88,6.5,Europe,Finance,0.68,1,Desktop,Auto,None,0.18,17,-0.3,2025-01-07 05:54:16.428659,2026-01-07 05:54:16.428659,2,57,Male,Web,Debit Card,No,Active
783,Digital+Print,Monthly,Yes,0.4,10,1,No,0.59,12.13,North America,Technology,0.88,2,Desktop,Manual,Retention Offer,0.34,-96,0.33,2023-09-01 05:54:16.428661,2024-08-31 05:54:16.428661,5,24,Female,Web,PayPal,No,Active
784,Digital,Monthly,Yes,5.24,9,1,No,0.67,6.78,North America,Environment,0.73,1,Mobile,Manual,None,0.45,-35,-0.1,2023-03-19 05:54:16.428663,2024-03-18 05:54:16.428663,3,25,Female,Mobile App,Credit Card,Yes,Active
785,Digital+Print,Monthly,Yes,3.06,20,0,No,0.8,9.14,North America,Politics,0.74,2,Desktop,Manual,Newsletter Promo,0.32,49,0.9,2023-03-21 05:54:16.428665,2024-03-20 05:54:16.428665,5,58,Female,Mobile App,Credit Card,No,Active
786,Digital,Annual,No,3.66,0,0,Yes,0.66,16.17,Others,Finance,0.68,0,Mobile,Manual,None,0.54,-31,-0.26,2024-11-13 05:54:16.428667,2025-11-13 05:54:16.428667,1,50,Female,Mobile App,Credit Card,No,Active
787,Digital+Print,Monthly,Yes,4.43,17,2,No,0.4,13.98,North America,Environment,0.95,0,Mobile,Auto,Retention Offer,0.31,7,0.49,2023-05-09 05:54:16.428669,2024-05-08 05:54:16.428669,1,49,Male,Web,Credit Card,No,Active
788,Digital+Print,Monthly,No,1.47,3,0,No,0.51,13.61,Asia,Politics,0.95,1,Desktop,Manual,None,0.26,-99,0.99,2024-03-18 05:54:16.428672,2025-03-18 05:54:16.428672,5,52,Female,Web,Credit Card,No,Cancelled
789,Digital,Monthly,Yes,3.71,4,0,Yes,0.8,8.0,North America,Technology,0.66,1,Desktop,Auto,None,0.2,-72,0.59,2025-03-15 05:54:16.428674,2026-03-15 05:54:16.428674,4,35,Female,Mobile App,Credit Card,Yes,Active
790,Digital+Print,Monthly,Yes,2.6,8,2,No,0.37,12.17,North America,Technology,0.51,0,Mobile,Auto,Newsletter Promo,0.35,-40,-0.45,2023-01-08 05:54:16.428676,2024-01-08 05:54:16.428676,4,68,Female,Mobile App,PayPal,Yes,Active
791,Digital,Monthly,Yes,4.27,26,0,Yes,0.39,9.06,Europe,Technology,0.62,0,Mobile,Auto,Newsletter Promo,0.25,-1,-0.5,2023-05-13 05:54:16.428678,2024-05-12 05:54:16.428678,3,60,Other,Mobile App,Credit Card,No,Active
792,Digital,Annual,Yes,0.0,16,1,Yes,0.1,9.22,Europe,Finance,0.43,0,Mobile,Manual,None,0.15,27,0.23,2022-10-04 05:54:16.428680,2023-10-04 05:54:16.428680,5,33,Male,Web,Credit Card,No,Cancelled
793,Digital,Monthly,Yes,2.85,2,0,Yes,0.91,11.64,Others,Finance,0.75,1,Mobile,Auto,None,0.08,98,0.03,2024-05-05 05:54:16.428682,2025-05-05 05:54:16.428682,1,35,Female,Mobile App,Credit Card,No,Active
794,Digital,Monthly,No,2.1,15,1,No,0.09,7.61,Others,Technology,0.65,1,Desktop,Manual,Newsletter Promo,0.34,43,0.26,2023-10-23 05:54:16.428684,2024-10-22 05:54:16.428684,5,55,Male,Mobile App,Debit Card,No,Active
795,Digital,Monthly,Yes,3.65,4,0,Yes,0.65,15.97,Asia,Politics,0.37,0,Tablet,Auto,Newsletter Promo,0.17,91,0.6,2024-07-18 05:54:16.428686,2025-07-18 05:54:16.428686,5,42,Female,Referral,Credit Card,No,Active
796,Digital+Print,Monthly,Yes,3.71,15,2,No,0.41,9.36,Europe,Finance,0.44,1,Mobile,Auto,Newsletter Promo,0.39,-4,0.04,2024-03-25 05:54:16.428688,2025-03-25 05:54:16.428688,3,51,Female,Referral,Credit Card,No,Active
797,Espresso,Annual,No,1.94,2,1,Yes,0.41,12.47,Europe,Politics,0.64,1,Mobile,Auto,Survey,0.44,-4,-0.31,2024-02-03 05:54:16.428690,2025-02-02 05:54:16.428690,4,21,Male,Referral,Credit Card,No,Cancelled
798,Digital+Print,Monthly,Yes,1.93,19,0,No,0.68,15.82,North America,Politics,0.92,1,Mobile,Auto,Newsletter Promo,0.32,-87,0.1,2023-08-26 05:54:16.428692,2024-08-25 05:54:16.428692,1,22,Other,Mobile App,Credit Card,No,Cancelled
799,Digital+Print,Monthly,Yes,2.83,14,3,No,0.07,14.13,Others,Environment,0.7,2,Desktop,Manual,Retention Offer,0.12,-58,0.76,2024-02-10 05:54:16.428694,2025-02-09 05:54:16.428694,3,31,Male,Mobile App,Credit Card,Yes,Active
800,Digital+Print,Monthly,No,1.66,29,1,No,0.59,4.36,Europe,Finance,0.78,1,Mobile,Auto,None,0.4,70,0.02,2024-04-06 05:54:16.428697,2025-04-06 05:54:16.428697,1,18,Male,Web,PayPal,No,Cancelled
801,Digital+Print,Annual,Yes,4.26,2,3,No,0.77,11.78,Europe,Environment,0.54,0,Desktop,Manual,None,0.33,-31,1.08,2024-05-08 05:54:16.428699,2025-05-08 05:54:16.428699,1,39,Female,Mobile App,Credit Card,No,Active
802,Digital+Print,Annual,Yes,2.45,19,2,Yes,0.83,13.4,North America,Politics,0.7,3,Mobile,Manual,Retention Offer,0.17,-46,0.44,2023-03-07 05:54:16.428701,2024-03-06 05:54:16.428701,4,63,Male,Web,Credit Card,No,Active
803,Digital,Monthly,Yes,0.0,13,0,Yes,0.17,13.57,North America,Technology,0.61,1,Desktop,Manual,Survey,0.61,-70,0.39,2024-02-29 05:54:16.428703,2025-02-28 05:54:16.428703,4,38,Male,Web,Credit Card,Yes,Cancelled
804,Digital,Monthly,Yes,2.44,15,1,Yes,0.9,5.55,Others,Politics,0.76,0,Desktop,Auto,None,0.25,-25,-0.27,2025-04-23 05:54:16.428705,2026-04-23 05:54:16.428705,3,30,Female,Mobile App,PayPal,No,Active
805,Digital,Monthly,Yes,1.44,28,1,No,0.66,7.37,North America,Culture,0.34,3,Tablet,Manual,None,0.21,67,-0.06,2023-10-23 05:54:16.428707,2024-10-22 05:54:16.428707,2,65,Female,Mobile App,Credit Card,No,Cancelled
806,Digital,Annual,Yes,0.55,28,1,Yes,0.88,13.98,Europe,Culture,0.65,0,Tablet,Auto,Newsletter Promo,0.48,54,0.26,2022-11-15 05:54:16.428709,2023-11-15 05:54:16.428709,3,53,Female,Mobile App,PayPal,No,Cancelled
807,Digital,Monthly,Yes,1.14,16,0,No,0.49,6.95,North America,Politics,0.51,3,Desktop,Auto,None,0.27,-49,-0.01,2024-02-13 05:54:16.428711,2025-02-12 05:54:16.428711,3,46,Female,Web,Credit Card,No,Cancelled
808,Digital,Monthly,No,3.16,27,2,Yes,0.54,8.8,Asia,Environment,0.53,1,Tablet,Auto,Newsletter Promo,0.22,27,0.63,2022-10-18 05:54:16.428713,2023-10-18 05:54:16.428713,2,55,Female,Mobile App,Credit Card,No,Cancelled
809,Digital,Monthly,Yes,4.99,23,0,Yes,0.92,16.3,North America,Politics,0.97,0,Mobile,Manual,Newsletter Promo,0.19,-94,0.11,2024-05-08 05:54:16.428715,2025-05-08 05:54:16.428715,1,26,Female,Referral,PayPal,Yes,Active
810,Digital+Print,Monthly,Yes,3.47,19,2,No,0.9,9.81,Asia,Technology,0.43,1,Mobile,Auto,Retention Offer,0.57,73,-0.29,2022-10-23 05:54:16.428717,2023-10-23 05:54:16.428717,5,50,Female,Mobile App,Credit Card,No,Active
811,Digital,Monthly,No,2.09,22,0,Yes,0.45,7.09,North America,Environment,0.52,0,Mobile,Auto,None,0.06,-1,0.18,2023-03-26 05:54:16.428719,2024-03-25 05:54:16.428719,2,39,Male,Mobile App,Credit Card,No,Cancelled
812,Digital,Annual,Yes,3.68,17,4,No,0.27,6.49,Asia,Culture,0.66,0,Desktop,Auto,None,0.52,60,-0.16,2023-09-19 05:54:16.428721,2024-09-18 05:54:16.428721,5,34,Female,Mobile App,Credit Card,Yes,Active
813,Digital,Monthly,Yes,2.31,17,1,No,0.39,11.33,Asia,Environment,0.9,1,Tablet,Auto,None,0.37,35,0.36,2023-10-23 05:54:16.428724,2024-10-22 05:54:16.428724,1,40,Male,Referral,Credit Card,No,Active
814,Digital,Monthly,No,1.96,21,0,No,0.39,4.67,North America,Finance,0.59,1,Mobile,Auto,Newsletter Promo,0.44,32,-0.24,2022-12-18 05:54:16.428725,2023-12-18 05:54:16.428725,2,53,Male,Web,Credit Card,No,Cancelled
815,Digital,Monthly,Yes,1.27,13,1,No,0.29,9.01,Europe,Politics,0.82,0,Desktop,Manual,None,0.1,-40,0.95,2024-08-04 05:54:16.428728,2025-08-04 05:54:16.428728,4,23,Female,Web,Credit Card,No,Active
816,Espresso,Annual,Yes,0.37,17,2,Yes,0.27,11.33,North America,Politics,0.9,2,Desktop,Auto,None,0.43,99,-0.72,2022-11-19 05:54:16.428730,2023-11-19 05:54:16.428730,3,65,Female,Web,Credit Card,No,Cancelled
817,Digital+Print,Monthly,Yes,2.42,14,1,No,0.86,15.2,North America,Finance,0.52,1,Tablet,Manual,Newsletter Promo,0.31,3,-0.14,2024-09-24 05:54:16.428732,2025-09-24 05:54:16.428732,2,56,Male,Web,Credit Card,No,Active
818,Digital,Annual,No,3.24,14,1,No,0.07,12.67,Asia,Culture,0.57,0,Desktop,Auto,None,0.19,87,0.12,2025-02-24 05:54:16.428734,2026-02-24 05:54:16.428734,2,46,Male,Web,Credit Card,Yes,Active
819,Digital,Monthly,No,2.86,5,2,No,0.68,7.14,Europe,Politics,0.55,0,Tablet,Manual,Newsletter Promo,0.58,51,-0.21,2024-02-12 05:54:16.428736,2025-02-11 05:54:16.428736,1,44,Female,Mobile App,Credit Card,No,Active
820,Espresso,Monthly,Yes,2.38,26,1,Yes,0.17,14.71,North America,Technology,0.88,0,Mobile,Auto,None,0.25,-94,-1.1,2023-06-08 05:54:16.428738,2024-06-07 05:54:16.428738,4,22,Male,Web,PayPal,No,Active
821,Digital+Print,Monthly,Yes,1.58,14,2,Yes,0.34,8.8,North America,Finance,0.33,4,Mobile,Auto,Retention Offer,0.38,88,1.0,2023-11-05 05:54:16.428740,2024-11-04 05:54:16.428740,2,26,Male,Web,Credit Card,No,Cancelled
822,Digital,Monthly,No,3.91,17,1,Yes,0.06,5.06,North America,Finance,0.52,4,Desktop,Auto,None,0.34,-18,0.42,2024-07-28 05:54:16.428742,2025-07-28 05:54:16.428742,4,41,Female,Web,PayPal,No,Cancelled
823,Digital,Monthly,Yes,1.02,3,1,Yes,0.27,9.31,Asia,Technology,0.78,0,Mobile,Auto,Survey,0.1,-6,-0.58,2024-01-15 05:54:16.428744,2025-01-14 05:54:16.428744,5,36,Male,Referral,Credit Card,No,Cancelled
824,Digital+Print,Annual,No,4.16,22,1,No,0.77,15.75,North America,Finance,0.7,3,Mobile,Manual,Survey,0.42,63,-0.5,2024-09-25 05:54:16.428746,2025-09-25 05:54:16.428746,2,50,Male,Mobile App,Credit Card,No,Active
825,Digital,Monthly,Yes,1.5,7,0,No,0.89,10.66,Others,Culture,0.61,1,Desktop,Auto,Newsletter Promo,0.33,-74,-0.68,2022-12-16 05:54:16.428749,2023-12-16 05:54:16.428749,4,47,Female,Web,PayPal,Yes,Active
826,Espresso,Monthly,Yes,1.87,14,2,No,0.22,10.05,Others,Politics,0.68,0,Desktop,Manual,Newsletter Promo,0.14,23,-0.02,2023-02-06 05:54:16.428751,2024-02-06 05:54:16.428751,3,57,Female,Web,Credit Card,No,Active
827,Digital,Monthly,Yes,0.8,2,0,No,0.46,16.55,North America,Culture,0.44,1,Desktop,Manual,Retention Offer,0.2,56,0.79,2023-10-11 05:54:16.428753,2024-10-10 05:54:16.428753,1,69,Male,Web,Credit Card,No,Active
828,Digital,Annual,No,2.25,29,1,Yes,0.47,4.27,North America,Politics,0.6,0,Mobile,Auto,None,0.06,-14,-0.09,2022-12-03 05:54:16.428755,2023-12-03 05:54:16.428755,4,21,Female,Mobile App,Credit Card,Yes,Active
829,Digital,Annual,Yes,4.46,14,0,No,0.87,4.86,Asia,Politics,0.65,1,Desktop,Auto,None,0.42,47,-0.18,2023-09-15 05:54:16.428757,2024-09-14 05:54:16.428757,1,49,Male,Mobile App,Credit Card,No,Active
830,Digital,Monthly,No,3.77,12,1,Yes,0.76,3.54,North America,Technology,0.93,1,Mobile,Auto,Newsletter Promo,0.19,-31,0.53,2024-10-17 05:54:16.428759,2025-10-17 05:54:16.428759,2,66,Female,Referral,Credit Card,No,Active
831,Digital+Print,Annual,Yes,4.47,8,2,No,0.51,11.49,North America,Culture,0.48,0,Mobile,Auto,Retention Offer,0.16,13,0.21,2023-05-18 05:54:16.428761,2024-05-17 05:54:16.428761,2,18,Male,Mobile App,Credit Card,Yes,Active
832,Digital,Monthly,Yes,3.78,1,2,No,0.67,10.67,North America,Politics,0.91,0,Desktop,Auto,Survey,0.27,-25,0.02,2025-04-16 05:54:16.428763,2026-04-16 05:54:16.428763,5,51,Female,Referral,Credit Card,No,Active
833,Digital,Monthly,No,1.34,23,0,No,0.85,16.17,Europe,Finance,0.75,0,Mobile,Manual,None,0.27,13,0.42,2024-09-19 05:54:16.428765,2025-09-19 05:54:16.428765,1,38,Female,Web,PayPal,No,Cancelled
834,Digital+Print,Annual,No,2.5,7,1,Yes,0.01,10.97,Asia,Finance,0.31,0,Mobile,Auto,Newsletter Promo,0.2,-98,-0.83,2023-05-25 05:54:16.428767,2024-05-24 05:54:16.428767,3,48,Female,Mobile App,Credit Card,No,Active
835,Digital+Print,Annual,Yes,1.83,28,2,Yes,0.4,8.38,North America,Politics,0.81,2,Desktop,Auto,Newsletter Promo,0.14,66,0.29,2024-03-29 05:54:16.428770,2025-03-29 05:54:16.428770,3,31,Male,Mobile App,Credit Card,No,Cancelled
836,Digital+Print,Monthly,Yes,5.0,29,3,Yes,0.91,10.01,North America,Culture,0.32,0,Mobile,Auto,Newsletter Promo,0.15,-2,0.69,2022-11-30 05:54:16.428771,2023-11-30 05:54:16.428771,4,43,Female,Web,Debit Card,No,Cancelled
837,Digital,Monthly,Yes,1.2,19,2,No,0.74,10.47,Others,Culture,1.0,1,Tablet,Auto,None,0.17,23,-0.57,2023-01-11 05:54:16.428774,2024-01-11 05:54:16.428774,3,39,Male,Web,Credit Card,Yes,Cancelled
838,Digital,Monthly,No,4.34,16,1,Yes,0.54,3.31,Asia,Politics,0.91,2,Desktop,Manual,Survey,0.06,-56,-0.13,2023-04-08 05:54:16.428776,2024-04-07 05:54:16.428776,1,51,Male,Mobile App,Credit Card,Yes,Cancelled
839,Digital+Print,Annual,Yes,4.34,12,0,No,0.53,20.84,Europe,Finance,0.51,0,Tablet,Manual,None,0.24,25,-0.92,2024-08-02 05:54:16.428778,2025-08-02 05:54:16.428778,2,50,Male,Web,PayPal,No,Active
840,Digital,Monthly,Yes,5.74,0,1,No,0.35,12.08,Asia,Culture,0.48,1,Mobile,Manual,None,0.27,-33,-0.16,2024-07-05 05:54:16.428780,2025-07-05 05:54:16.428780,1,30,Female,Mobile App,Credit Card,No,Active
841,Digital,Monthly,Yes,2.39,1,0,Yes,0.52,10.84,Europe,Finance,0.57,0,Desktop,Manual,None,0.41,-70,-0.27,2023-08-27 05:54:16.428782,2024-08-26 05:54:16.428782,1,49,Male,Mobile App,Debit Card,No,Active
842,Digital,Monthly,Yes,4.07,29,1,No,0.66,12.46,Asia,Technology,0.55,0,Mobile,Auto,Newsletter Promo,0.24,5,0.91,2023-04-28 05:54:16.428784,2024-04-27 05:54:16.428784,2,25,Other,Web,Credit Card,No,Active
843,Digital,Monthly,Yes,6.42,14,1,Yes,0.42,12.84,North America,Politics,0.56,2,Desktop,Auto,Newsletter Promo,0.21,-63,-0.18,2023-01-06 05:54:16.428786,2024-01-06 05:54:16.428786,1,39,Male,Web,Credit Card,No,Active
844,Digital,Monthly,Yes,2.07,11,2,No,0.71,9.44,North America,Technology,0.52,1,Mobile,Auto,Survey,0.6,33,0.2,2023-08-22 05:54:16.428788,2024-08-21 05:54:16.428788,3,58,Female,Referral,Credit Card,Yes,Active
845,Digital+Print,Annual,Yes,0.7,13,3,No,0.86,7.48,Asia,Politics,0.73,1,Mobile,Manual,Newsletter Promo,0.24,-93,0.73,2024-02-22 05:54:16.428790,2025-02-21 05:54:16.428790,4,37,Male,Web,Credit Card,No,Active
846,Espresso,Monthly,Yes,0.18,24,0,Yes,0.15,12.4,Europe,Culture,0.41,2,Desktop,Manual,Newsletter Promo,0.25,-73,-1.04,2022-11-22 05:54:16.428792,2023-11-22 05:54:16.428792,4,38,Male,Web,Debit Card,No,Cancelled
847,Digital,Monthly,Yes,4.07,28,1,No,0.45,11.54,Others,Finance,0.89,0,Mobile,Auto,Survey,0.24,-86,0.12,2024-03-17 05:54:16.428794,2025-03-17 05:54:16.428794,1,51,Male,Web,PayPal,Yes,Active
848,Digital,Monthly,No,0.18,1,1,Yes,0.41,6.76,North America,Politics,0.87,0,Mobile,Auto,Retention Offer,0.17,-93,-0.5,2025-02-23 05:54:16.428796,2026-02-23 05:54:16.428796,2,66,Other,Referral,PayPal,Yes,Cancelled
849,Digital,Annual,Yes,2.44,17,0,No,0.69,15.68,Others,Culture,0.63,0,Mobile,Auto,None,0.3,-47,-0.49,2023-07-12 05:54:16.428799,2024-07-11 05:54:16.428799,5,47,Male,Mobile App,Credit Card,No,Active
850,Digital+Print,Monthly,Yes,3.66,21,0,Yes,0.25,11.17,Others,Politics,0.9,1,Desktop,Manual,Survey,0.23,33,-0.38,2025-03-22 05:54:16.428801,2026-03-22 05:54:16.428801,1,23,Female,Web,PayPal,No,Active
851,Digital+Print,Monthly,Yes,3.28,6,0,No,0.64,12.92,North America,Finance,0.47,1,Mobile,Auto,None,0.26,-72,-0.19,2025-04-01 05:54:16.428803,2026-04-01 05:54:16.428803,1,52,Male,Web,PayPal,No,Active
852,Digital,Annual,No,3.64,28,2,No,0.88,15.57,Asia,Finance,0.31,1,Mobile,Manual,Retention Offer,0.11,14,-0.46,2024-07-14 05:54:16.428805,2025-07-14 05:54:16.428805,5,44,Female,Web,Credit Card,No,Active
853,Digital+Print,Annual,No,3.33,22,1,No,0.42,10.09,Europe,Politics,0.73,1,Mobile,Auto,Newsletter Promo,0.35,-67,-0.16,2022-10-22 05:54:16.428807,2023-10-22 05:54:16.428807,4,37,Male,Web,PayPal,No,Active
854,Digital,Annual,Yes,4.92,28,1,No,0.91,11.27,Others,Environment,0.62,0,Desktop,Auto,Retention Offer,0.1,-94,0.53,2022-12-02 05:54:16.428809,2023-12-02 05:54:16.428809,4,66,Male,Mobile App,PayPal,No,Active
855,Digital,Annual,No,1.57,24,4,Yes,0.99,13.24,Europe,Culture,0.7,1,Desktop,Manual,Newsletter Promo,0.25,-61,0.29,2024-09-04 05:54:16.428811,2025-09-04 05:54:16.428811,5,55,Female,Web,PayPal,No,Cancelled
856,Digital+Print,Monthly,Yes,1.98,5,3,No,0.11,7.1,Asia,Politics,0.93,2,Mobile,Auto,None,0.49,-27,1.41,2024-12-24 05:54:16.428813,2025-12-24 05:54:16.428813,2,57,Male,Mobile App,Credit Card,No,Cancelled
857,Digital+Print,Annual,No,1.84,13,0,No,0.23,10.22,Europe,Technology,0.98,0,Mobile,Manual,Newsletter Promo,0.73,40,0.14,2024-04-10 05:54:16.428815,2025-04-10 05:54:16.428815,1,31,Female,Mobile App,Debit Card,No,Active
858,Digital,Monthly,No,4.25,7,1,No,0.95,10.5,North America,Finance,0.74,3,Mobile,Manual,Newsletter Promo,0.34,-39,0.35,2024-06-07 05:54:16.428817,2025-06-07 05:54:16.428817,3,27,Male,Web,Credit Card,No,Active
859,Digital,Annual,No,4.35,26,1,No,0.96,6.18,North America,Environment,0.83,1,Mobile,Auto,None,0.02,-15,0.68,2025-02-03 05:54:16.428819,2026-02-03 05:54:16.428819,4,69,Female,Referral,PayPal,No,Active
860,Digital,Annual,No,3.68,21,1,Yes,0.1,19.27,Europe,Finance,0.36,1,Mobile,Manual,None,0.37,15,-0.54,2023-04-11 05:54:16.428821,2024-04-10 05:54:16.428821,4,59,Male,Web,Credit Card,No,Active
861,Digital,Annual,Yes,4.78,1,0,Yes,0.01,4.37,Asia,Technology,0.41,0,Mobile,Auto,None,0.57,-36,0.67,2024-08-26 05:54:16.428823,2025-08-26 05:54:16.428823,4,32,Male,Web,Debit Card,Yes,Active
862,Digital,Monthly,No,1.23,16,2,No,0.16,4.81,Europe,Finance,0.81,1,Desktop,Auto,Newsletter Promo,0.4,-60,-0.44,2024-04-06 05:54:16.428827,2025-04-06 05:54:16.428827,2,57,Female,Mobile App,Credit Card,No,Cancelled
863,Digital,Monthly,Yes,5.5,4,1,Yes,1.0,15.26,Europe,Finance,0.6,3,Tablet,Manual,None,0.45,22,0.26,2022-10-13 05:54:16.428829,2023-10-13 05:54:16.428829,5,60,Male,Web,Credit Card,No,Active
